dataset,feature
ahrf_health,"Radiology,TotalNon-Fed2010"
ahrf_health,"Radiology,TotalPatientCareNon-Fed2017"
ahrf_health,"Radiology,TotalPatientCareNon-Fed2015"
ahrf_health,"Radiology,TotalPatientCareNon-Fed2010"
ahrf_health,"Radiology,PC,OfficeBasedNon-Fed2017"
ahrf_health,"Radiology,PC,OfficeBasedNon-Fed2015"
ahrf_health,"Radiology,PC,OfficeBasedNon-Fed2010"
ahrf_health,"Radiology,PC,HospResidentsNon-Fed2017"
ahrf_health,"Radiology,PC,HospResidentsNon-Fed2015"
ahrf_health,"Radiology,PC,HospResidentsNon-Fed2010"
ahrf_health,"Radiology,PC,HospFTStaffNon-Fed2017"
ahrf_health,"Radiology,PC,HospFTStaffNon-Fed2015"
ahrf_health,"Radiology,PC,HospFTStaffNon-Fed2010"
ahrf_health,"Radiology,AdministrationNon-Fed2017"
ahrf_health,"Radiology,AdministrationNon-Fed2015"
ahrf_health,"Radiology,AdministrationNon-Fed2010"
ahrf_health,"Radiology,TeachingNon-Fed2017"
ahrf_health,"Radiology,TeachingNon-Fed2015"
ahrf_health,"Radiology,TeachingNon-Fed2010"
ahrf_health,"Radiology,ResearchNon-Fed2017"
ahrf_health,"Radiology,ResearchNon-Fed2015"
ahrf_health,"Radiology,ResearchNon-Fed2010"
ahrf_health,"Radiology,OtherNon-Fed2017"
ahrf_health,"Radiology,OtherNon-Fed2015"
ahrf_health,"Radiology,OtherNon-Fed2010"
ahrf_health,"RadOncology,TotalNon-Fed2017"
ahrf_health,"RadOncology,TotalNon-Fed2015"
ahrf_health,"RadOncology,TotalNon-Fed2010"
ahrf_health,"RadOncology,TotalPatntCareNon-Fed2017"
ahrf_health,"RadOncology,TotalPatntCareNon-Fed2015"
ahrf_health,"RadOncology,TotalPatntCareNon-Fed2010"
ahrf_health,"RadOncology,PC,OfficeBasedNon-Fed2017"
ahrf_health,"RadOncology,PC,OfficeBasedNon-Fed2015"
ahrf_health,"RadOncology,PC,OfficeBasedNon-Fed2010"
ahrf_health,"RadOncology,PC,HospResidentNon-Fed2017"
ahrf_health,"RadOncology,PC,HospResidentNon-Fed2015"
ahrf_health,"RadOncology,PC,HospResidentNon-Fed2010"
ahrf_health,"RadOncology,PC,HospFTStaffNon-Fed2017"
ahrf_health,"RadOncology,PC,HospFTStaffNon-Fed2015"
ahrf_health,"RadOncology,PC,HospFTStaffNon-Fed2010"
ahrf_health,"RadOncology,AdministrationNon-Fed2017"
ahrf_health,"RadOncology,AdministrationNon-Fed2015"
ahrf_health,"RadOncology,AdministrationNon-Fed2010"
ahrf_health,"RadOncology,TeachingNon-Fed2017"
ahrf_health,"RadOncology,TeachingNon-Fed2015"
ahrf_health,"RadOncology,TeachingNon-Fed2010"
ahrf_health,"RadOncology,ResearchNon-Fed2017"
ahrf_health,"RadOncology,ResearchNon-Fed2015"
ahrf_health,"RadOncology,ResearchNon-Fed2010"
ahrf_health,"RadOncology,OtherNon-Fed2017"
ahrf_health,"RadOncology,OtherNon-Fed2015"
ahrf_health,"RadOncology,OtherNon-Fed2010"
ahrf_health,"TransplantSurg,TotalNon-Fed2017"
ahrf_health,"TransplantSurg,TotalNon-Fed2015"
ahrf_health,"TransplantSurg,TotalNon-Fed2010"
ahrf_health,"TransplantSurg,TotPatnCareNon-Fed2017"
ahrf_health,"TransplantSurg,TotPatnCareNon-Fed2015"
ahrf_health,"TransplantSurg,TotPatnCareNon-Fed2010"
ahrf_health,"TransplantSurg,PC,OfficeBsdNon-Fed2017"
ahrf_health,"TransplantSurg,PC,OfficeBsdNon-Fed2015"
ahrf_health,"TransplantSurg,PC,OfficeBsdNon-Fed2010"
ahrf_health,"TransplantSurg,PC,HospResdntNon-Fed2017"
ahrf_health,"TransplantSurg,PC,HospResdntNon-Fed2015"
ahrf_health,"TransplantSurg,PC,HospResdntNon-Fed2010"
ahrf_health,"TransplantSurg,PC,HospFTStfNon-Fed2017"
ahrf_health,"TransplantSurg,PC,HospFTStfNon-Fed2015"
ahrf_health,"TransplantSurg,PC,HospFTStfNon-Fed2010"
ahrf_health,"TransplantSurg,AdministrationNon-Fed2017"
ahrf_health,"TransplantSurg,AdministrationNon-Fed2015"
ahrf_health,"TransplantSurg,AdministrationNon-Fed2010"
ahrf_health,"TransplantSurg,TeachingNon-Fed2017"
ahrf_health,"TransplantSurg,TeachingNon-Fed2015"
ahrf_health,"TransplantSurg,TeachingNon-Fed2010"
ahrf_health,"TransplantSurg,ResearchNon-Fed2017"
ahrf_health,"TransplantSurg,ResearchNon-Fed2015"
ahrf_health,"TransplantSurg,ResearchNon-Fed2010"
ahrf_health,"TransplantSurg,OtherNon-Fed2017"
ahrf_health,"TransplantSurg,OtherNon-Fed2015"
ahrf_health,"TransplantSurg,OtherNon-Fed2010"
ahrf_health,"VascularMed,TotalNon-Fed2017"
ahrf_health,"VascularMed,TotalNon-Fed2015"
ahrf_health,"VascularMed,TotalNon-Fed2010"
ahrf_health,"VascularMed,TotalPatnCareNon-Fed2017"
ahrf_health,"VascularMed,TotalPatnCareNon-Fed2015"
ahrf_health,"VascularMed,TotalPatnCareNon-Fed2010"
ahrf_health,"VascularMed,PC,OfficeBasedNon-Fed2017"
ahrf_health,"VascularMed,PC,OfficeBasedNon-Fed2015"
ahrf_health,"VascularMed,PC,OfficeBasedNon-Fed2010"
ahrf_health,"VascularMed,PC,HospResdntNon-Fed2017"
ahrf_health,"VascularMed,PC,HospResdntNon-Fed2015"
ahrf_health,"VascularMed,PC,HospResdntNon-Fed2010"
ahrf_health,"VascularMed,PC,HospFTStfNon-Fed2017"
ahrf_health,"VascularMed,PC,HospFTStfNon-Fed2015"
ahrf_health,"VascularMed,PC,HospFTStfNon-Fed2010"
ahrf_health,"VascularMed,AdministrationNon-Fed2017"
ahrf_health,"VascularMed,AdministrationNon-Fed2015"
ahrf_health,"VascularMed,AdministrationNon-Fed2010"
ahrf_health,"VascularMed,TeachingNon-Fed2017"
ahrf_health,"VascularMed,TeachingNon-Fed2015"
ahrf_health,"VascularMed,TeachingNon-Fed2010"
ahrf_health,"VascularMed,ResearchNon-Fed2017"
ahrf_health,"VascularMed,ResearchNon-Fed2015"
ahrf_health,"VascularMed,ResearchNon-Fed2010"
ahrf_health,"VascularMed,OtherNon-Fed2017"
ahrf_health,"VascularMed,OtherNon-Fed2015"
ahrf_health,"VascularMed,OtherNon-Fed2010"
ahrf_health,"OtherSpecs,TotalNon-Fed2017"
ahrf_health,"OtherSpecs,TotalNon-Fed2015"
ahrf_health,"OtherSpecs,TotalNon-Fed2010"
ahrf_health,"OtherSpecs,TotalPatntCareNon-Fed2017"
ahrf_health,"OtherSpecs,TotalPatntCareNon-Fed2015"
ahrf_health,"OtherSpecs,TotalPatntCareNon-Fed2010"
ahrf_health,"OtherSpecs,PC,OfficeBasedNon-Fed2017"
ahrf_health,"OtherSpecs,PC,OfficeBasedNon-Fed2015"
ahrf_health,"OtherSpecs,PC,OfficeBasedNon-Fed2010"
ahrf_health,"OtherSpecs,PC,HospResidentsNon-Fed2017"
ahrf_health,"OtherSpecs,PC,HospResidentsNon-Fed2015"
ahrf_health,"OtherSpecs,PC,HospResidentsNon-Fed2010"
ahrf_health,"OtherSpecs,PC,HospFTStaffNon-Fed2017"
ahrf_health,"OtherSpecs,PC,HospFTStaffNon-Fed2015"
ahrf_health,"OtherSpecs,PC,HospFTStaffNon-Fed2010"
ahrf_health,"OtherSpecs,AdministrationNon-Fed2017"
ahrf_health,"OtherSpecs,AdministrationNon-Fed2015"
ahrf_health,"OtherSpecs,AdministrationNon-Fed2010"
ahrf_health,"OtherSpecs,TeachingNon-Fed2017"
ahrf_health,"OtherSpecs,TeachingNon-Fed2015"
ahrf_health,"OtherSpecs,TeachingNon-Fed2010"
ahrf_health,"OtherSpecs,ResearchNon-Fed2017"
ahrf_health,"OtherSpecs,ResearchNon-Fed2015"
ahrf_health,"OtherSpecs,ResearchNon-Fed2010"
ahrf_health,"OtherSpecs,OtherNon-Fed2017"
ahrf_health,"OtherSpecs,OtherNon-Fed2015"
ahrf_health,"OtherSpecs,OtherNon-Fed2010"
ahrf_health,"Unspecified,TotalNon-Fed2017"
ahrf_health,"Unspecified,TotalNon-Fed2015"
ahrf_health,"Unspecified,TotalNon-Fed2010"
ahrf_health,"Unspecified,TotalPatientCareNon-Fed2017"
ahrf_health,"Unspecified,TotalPatientCareNon-Fed2015"
ahrf_health,"Unspecified,TotalPatientCareNon-Fed2010"
ahrf_health,"Unspecified,PC,OfficeBasedNon-Fed2017"
ahrf_health,"Unspecified,PC,OfficeBasedNon-Fed2015"
ahrf_health,"Unspecified,PC,OfficeBasedNon-Fed2010"
ahrf_health,"Unspecified,PC,HospResidentsNon-Fed2017"
ahrf_health,"Unspecified,PC,HospResidentsNon-Fed2015"
ahrf_health,"Unspecified,PC,HospResidentsNon-Fed2010"
ahrf_health,"Unspecified,PC,HospFTStaffNon-Fed2017"
ahrf_health,"Unspecified,PC,HospFTStaffNon-Fed2015"
ahrf_health,"Unspecified,PC,HospFTStaffNon-Fed2010"
ahrf_health,"Unspecified,AdministrationNon-Fed2017"
ahrf_health,"Unspecified,AdministrationNon-Fed2015"
ahrf_health,"Unspecified,AdministrationNon-Fed2010"
ahrf_health,"Unspecified,TeachingNon-Fed2017"
ahrf_health,"Unspecified,TeachingNon-Fed2015"
ahrf_health,"Unspecified,TeachingNon-Fed2010"
ahrf_health,"Unspecified,ResearchNon-Fed2017"
ahrf_health,"Unspecified,ResearchNon-Fed2015"
ahrf_health,"Unspecified,ResearchNon-Fed2010"
ahrf_health,"Unspecified,OtherNon-Fed2017"
ahrf_health,"Unspecified,OtherNon-Fed2015"
ahrf_health,"Unspecified,OtherNon-Fed2010"
ahrf_health,"MD'sInactive,TotalNon-Fed2017"
ahrf_health,"MD'sInactive,TotalNon-Fed2015"
ahrf_health,"MD'sInactive,TotalNon-Fed2010"
ahrf_health,"MD'sNotClassified,TotalNon-Fed2017"
ahrf_health,"MD'sNotClassified,TotalNon-Fed2015"
ahrf_health,"MD'sNotClassified,TotalNon-Fed2010"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2017"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2016"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2015"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2014"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2013"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2012"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2011"
ahrf_health,"Phys,TotPtnCare,TotGraduatesNon-Fed2010"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2017"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2016"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2015"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2014"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2013"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2012"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2011"
ahrf_health,"Phys,TotPtnCare,USGraduatesNon-Fed2010"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2017"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2016"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2015"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2014"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2013"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2012"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2011"
ahrf_health,"Phys,TotPtnCare,CanadianGradNon-Fed2010"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2017"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2016"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2015"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2014"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2013"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2012"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2011"
ahrf_health,"Phys,TotPtnCare,IMGGradsNon-Fed2010"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2017"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2016"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2015"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2014"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2013"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2012"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2011"
ahrf_health,"MD's,TotPtnCare,TotGraduatesNon-Fed2010"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2017"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2016"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2015"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2014"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2013"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2012"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2011"
ahrf_health,"MD's,TotPtnCare,USGraduatesNon-Fed2010"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2017"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2016"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2015"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2014"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2013"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2012"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2011"
ahrf_health,"MD's,TotPtnCare,CanadianGradNon-Fed2010"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2017"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2016"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2015"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2014"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2013"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2012"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2011"
ahrf_health,"MD's,TotPtnCare,IMGGradsNon-Fed2010"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2017"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2016"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2015"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2014"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2013"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2012"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2011"
ahrf_health,"DO's,TotPtnCare,TotGraduatesNon-Fed2010"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2017"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2016"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2015"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2014"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2013"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2012"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2011"
ahrf_health,"DO's,TotPtnCare,USGraduatesNon-Fed2010"
ahrf_health,"M.D.'s,TotPC,HospResidentsFed2017"
ahrf_health,"M.D.'s,TotPC,HospResidentsFed2015"
ahrf_health,"M.D.'s,TotPC,HospResidentsFed2010"
ahrf_health,"M.D.'s,TotalPC,HospFTStaffFed2017"
ahrf_health,"M.D.'s,TotalPC,HospFTStaffFed2015"
ahrf_health,"M.D.'s,TotalPC,HospFTStaffFed2010"
ahrf_health,"M.D.'s,TotalOthProfActivityFed2017"
ahrf_health,"M.D.'s,TotalOthProfActivityFed2015"
ahrf_health,"M.D.'s,TotalOthProfActivityFed2010"
ahrf_health,"M.D.'s,Total,InactiveFed2017"
ahrf_health,"M.D.'s,Total,InactiveFed2015"
ahrf_health,"M.D.'s,Total,InactiveFed2010"
ahrf_health,"MD's,TotGenPrac,PC,HospResFed2017"
ahrf_health,"MD's,TotGenPrac,PC,HospResFed2015"
ahrf_health,"MD's,TotGenPrac,PC,HospResFed2010"
ahrf_health,"MD's,TotGenPrac,PC,HspFTStfFed2017"
ahrf_health,"MD's,TotGenPrac,PC,HspFTStfFed2015"
ahrf_health,"MD's,TotGenPrac,PC,HspFTStfFed2010"
ahrf_health,"MD's,TotGenPrac,OthProfActFed2017"
ahrf_health,"MD's,TotGenPrac,OthProfActFed2015"
ahrf_health,"MD's,TotGenPrac,OthProfActFed2010"
ahrf_health,"GenIntMed,PC,HospResidentsFed2017"
ahrf_health,"GenIntMed,PC,HospResidentsFed2015"
ahrf_health,"GenIntMed,PC,HospResidentsFed2010"
ahrf_health,"GenIntMed,PC,HospFTStaffFed2017"
ahrf_health,"GenIntMed,PC,HospFTStaffFed2015"
ahrf_health,"GenIntMed,PC,HospFTStaffFed2010"
ahrf_health,"GenInternalMed,OthProfActFed2017"
ahrf_health,"GenInternalMed,OthProfActFed2015"
ahrf_health,"GenInternalMed,OthProfActFed2010"
ahrf_health,"Pediatrics,Gen,PC,HospResidentFed2017"
ahrf_health,"Pediatrics,Gen,PC,HospResidentFed2015"
ahrf_health,"Pediatrics,Gen,PC,HospResidentFed2010"
ahrf_health,"Pediatrics,Gen,PC,HospFTStaffFed2017"
ahrf_health,"Pediatrics,Gen,PC,HospFTStaffFed2015"
ahrf_health,"Pediatrics,Gen,PC,HospFTStaffFed2010"
ahrf_health,"Pediatrics,Gen,OthProfActFed2017"
ahrf_health,"Pediatrics,Gen,OthProfActFed2015"
ahrf_health,"Pediatrics,Gen,OthProfActFed2010"
ahrf_health,"OtherMed,PC,HospResidentsFed2017"
ahrf_health,"OtherMed,PC,HospResidentsFed2015"
ahrf_health,"OtherMed,PC,HospResidentsFed2010"
ahrf_health,"OtherMed,PC,HospFTStaffFed2017"
ahrf_health,"OtherMed,PC,HospFTStaffFed2015"
ahrf_health,"OtherMed,PC,HospFTStaffFed2010"
ahrf_health,"OtherMed,OtherProfActivityFed2017"
ahrf_health,"OtherMed,OtherProfActivityFed2015"
ahrf_health,"OtherMed,OtherProfActivityFed2010"
ahrf_health,"GenrlSurg,PC,HospResidentsFed2017"
ahrf_health,"GenrlSurg,PC,HospResidentsFed2015"
ahrf_health,"GenrlSurg,PC,HospResidentsFed2010"
ahrf_health,"GenrlSurg,PC,HospFTStaffFed2017"
ahrf_health,"GenrlSurg,PC,HospFTStaffFed2015"
ahrf_health,"GenrlSurg,PC,HospFTStaffFed2010"
ahrf_health,"GenrlSurg,OtherProfActivityFed2017"
ahrf_health,"GenrlSurg,OtherProfActivityFed2015"
ahrf_health,"GenrlSurg,OtherProfActivityFed2010"
ahrf_health,"Ob-Gyn,Gen,PC,HospResidentsFed2017"
ahrf_health,"Ob-Gyn,Gen,PC,HospResidentsFed2015"
ahrf_health,"Ob-Gyn,Gen,PC,HospResidentsFed2010"
ahrf_health,"Ob-Gyn,Gen,PC,HospFTStaffFed2017"
ahrf_health,"Ob-Gyn,Gen,PC,HospFTStaffFed2015"
ahrf_health,"Ob-Gyn,Gen,PC,HospFTStaffFed2010"
ahrf_health,"Ob-Gyn,Gen,OthProfActivityFed2017"
ahrf_health,"Ob-Gyn,Gen,OthProfActivityFed2015"
ahrf_health,"Ob-Gyn,Gen,OthProfActivityFed2010"
ahrf_health,"Ob-GynSubspecs,PC,HospResdntFed2017"
ahrf_health,"Ob-GynSubspecs,PC,HospResdntFed2015"
ahrf_health,"Ob-GynSubspecs,PC,HospResdntFed2010"
ahrf_health,"Ob-GynSubspecs,PC,HospFTStfFed2017"
ahrf_health,"Ob-GynSubspecs,PC,HospFTStfFed2015"
ahrf_health,"Ob-GynSubspecs,PC,HospFTStfFed2010"
ahrf_health,"Ob-GynSubspecs,OthProfActFed2017"
ahrf_health,"Ob-GynSubspecs,OthProfActFed2015"
ahrf_health,"Ob-GynSubspecs,OthProfActFed2010"
ahrf_health,"OtherSurg,PC,HospResidentsFed2017"
ahrf_health,"OtherSurg,PC,HospResidentsFed2015"
ahrf_health,"OtherSurg,PC,HospResidentsFed2010"
ahrf_health,"OtherSurg,PC,HospFTStaffFed2017"
ahrf_health,"OtherSurg,PC,HospFTStaffFed2015"
ahrf_health,"OtherSurg,PC,HospFTStaffFed2010"
ahrf_health,"OtherSurg,OtherProfActivityFed2017"
ahrf_health,"OtherSurg,OtherProfActivityFed2015"
ahrf_health,"OtherSurg,OtherProfActivityFed2010"
ahrf_health,"Psychiatry,PC,HospResidentsFed2017"
ahrf_health,"Psychiatry,PC,HospResidentsFed2015"
ahrf_health,"Psychiatry,PC,HospResidentsFed2010"
ahrf_health,"Psychiatry,PC,HospFTStaffFed2017"
ahrf_health,"Psychiatry,PC,HospFTStaffFed2015"
ahrf_health,"Psychiatry,PC,HospFTStaffFed2010"
ahrf_health,"Psychiatry,OtherProfActivityFed2017"
ahrf_health,"Psychiatry,OtherProfActivityFed2015"
ahrf_health,"Psychiatry,OtherProfActivityFed2010"
ahrf_health,"OthOthSpec,PC,HospResidentFed2017"
ahrf_health,"OthOthSpec,PC,HospResidentFed2015"
ahrf_health,"OthOthSpec,PC,HospResidentFed2010"
ahrf_health,"OthOthSpec,PC,HospFTStaffFed2017"
ahrf_health,"OthOthSpec,PC,HospFTStaffFed2015"
ahrf_health,"OthOthSpec,PC,HospFTStaffFed2010"
ahrf_health,"OtherOtherSpec,OthProfActFed2017"
ahrf_health,"OtherOtherSpec,OthProfActFed2015"
ahrf_health,"OtherOtherSpec,OthProfActFed2010"
ahrf_health,"TotalM.D.'s,MaleNon-Fed2017"
ahrf_health,"TotalM.D.'s,MaleNon-Fed2015"
ahrf_health,"TotalM.D.'s,MaleNon-Fed2010"
ahrf_health,"TotalM.D.'s,FemaleNon-Fed2017"
ahrf_health,"TotalM.D.'s,FemaleNon-Fed2015"
ahrf_health,"TotalM.D.'s,FemaleNon-Fed2010"
ahrf_health,"MD's,Inactive,MaleNon-Fed2017"
ahrf_health,"MD's,Inactive,MaleNon-Fed2015"
ahrf_health,"MD's,Inactive,MaleNon-Fed2010"
ahrf_health,"MD's,Inactive,FemaleNon-Fed2017"
ahrf_health,"MD's,Inactive,FemaleNon-Fed2015"
ahrf_health,"MD's,Inactive,FemaleNon-Fed2010"
ahrf_health,"TotalM.D.'s,<35Non-Fed2017"
ahrf_health,"TotalM.D.'s,<35Non-Fed2015"
ahrf_health,"TotalM.D.'s,<35Non-Fed2010"
ahrf_health,"TotalM.D.'s,35-44Non-Fed2017"
ahrf_health,"TotalM.D.'s,35-44Non-Fed2015"
ahrf_health,"TotalM.D.'s,35-44Non-Fed2010"
ahrf_health,"TotalM.D.'s,45-54Non-Fed2017"
ahrf_health,"TotalM.D.'s,45-54Non-Fed2015"
ahrf_health,"TotalM.D.'s,45-54Non-Fed2010"
ahrf_health,"TotalM.D.'s,55-64Non-Fed2017"
ahrf_health,"TotalM.D.'s,55-64Non-Fed2015"
ahrf_health,"TotalM.D.'s,55-64Non-Fed2010"
ahrf_health,"TotalM.D.'s,65-74Non-Fed2017"
ahrf_health,"TotalM.D.'s,65-74Non-Fed2015"
ahrf_health,"TotalM.D.'s,65-74Non-Fed2010"
ahrf_health,"TotalM.D.'s,75+Non-Fed2017"
ahrf_health,"TotalM.D.'s,75+Non-Fed2015"
ahrf_health,"TotalM.D.'s,75+Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,<35Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,<35Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,<35Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,35-44Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,35-44Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,35-44Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,45-54Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,45-54Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,45-54Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,55-64Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,55-64Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,55-64Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,65-74Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,65-74Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,65-74Non-Fed2010"
ahrf_health,"MD's,TotGeneralPract,75+Non-Fed2017"
ahrf_health,"MD's,TotGeneralPract,75+Non-Fed2015"
ahrf_health,"MD's,TotGeneralPract,75+Non-Fed2010"
ahrf_health,"MD's,GeneralPract,<35Non-Fed2017"
ahrf_health,"MD's,GeneralPract,<35Non-Fed2015"
ahrf_health,"MD's,GeneralPract,<35Non-Fed2010"
ahrf_health,"MD's,GeneralPract,35-44Non-Fed2017"
ahrf_health,"MD's,GeneralPract,35-44Non-Fed2015"
ahrf_health,"MD's,GeneralPract,35-44Non-Fed2010"
ahrf_health,"MD's,GeneralPract,45-54Non-Fed2017"
ahrf_health,"MD's,GeneralPract,45-54Non-Fed2015"
ahrf_health,"MD's,GeneralPract,45-54Non-Fed2010"
ahrf_health,"MD's,GeneralPract,55-64Non-Fed2017"
ahrf_health,"MD's,GeneralPract,55-64Non-Fed2015"
ahrf_health,"MD's,GeneralPract,55-64Non-Fed2010"
ahrf_health,"MD's,GeneralPract,65-74Non-Fed2017"
ahrf_health,"MD's,GeneralPract,65-74Non-Fed2015"
ahrf_health,"MD's,GeneralPract,65-74Non-Fed2010"
ahrf_health,"MD's,GeneralPract,75+Non-Fed2017"
ahrf_health,"MD's,GeneralPract,75+Non-Fed2015"
ahrf_health,"MD's,GeneralPract,75+Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,<35Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,<35Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,<35Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,35-44Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,35-44Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,35-44Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,45-54Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,45-54Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,45-54Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,55-64Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,55-64Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,55-64Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,65-74Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,65-74Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,65-74Non-Fed2010"
ahrf_health,"MD's,FamilyMedGen,75+Non-Fed2017"
ahrf_health,"MD's,FamilyMedGen,75+Non-Fed2015"
ahrf_health,"MD's,FamilyMedGen,75+Non-Fed2010"
ahrf_health,"MD's,FamilyPracSubsp,<35Non-Fed2017"
ahrf_health,"MD's,FamilyPracSubsp,<35Non-Fed2015"
