countyFIPS,county,State,StateName,lon,lat
19063,Emmet County,Iowa,IA,-94.6855746,43.38411712
19065,Fayette County,Iowa,IA,-91.83883158,42.86544942
19067,Floyd County,Iowa,IA,-92.78908059,43.06605551
19069,Franklin County,Iowa,IA,-93.26162577,42.73692226
19071,Fremont County,Iowa,IA,-95.60886766,40.75943077
19073,Greene County,Iowa,IA,-94.40052414,42.03791428
19075,Grundy County,Iowa,IA,-92.78561816,42.40898624
19077,Guthrie County,Iowa,IA,-94.51000138,41.68569173
19079,Hamilton County,Iowa,IA,-93.70756895,42.38477754
19081,Hancock County,Iowa,IA,-93.73380486,43.0875154
19083,Hardin County,Iowa,IA,-93.23943775,42.38715182
19085,Harrison County,Iowa,IA,-95.81522103,41.6824831
19087,Henry County,Iowa,IA,-91.52873168,40.99777825
19089,Howard County,Iowa,IA,-92.31603146,43.36287137
19091,Humboldt County,Iowa,IA,-94.20572281,42.77989388
19093,Ida County,Iowa,IA,-95.52045301,42.38452226
19095,Iowa County,Iowa,IA,-92.05141557,41.69568597
19097,Jackson County,Iowa,IA,-90.5592176,42.1753868
19099,Jasper County,Iowa,IA,-93.05114705,41.68936266
19101,Jefferson County,Iowa,IA,-91.9345209,41.03708733
19103,Johnson County,Iowa,IA,-91.57476198,41.67963316
19105,Jones County,Iowa,IA,-91.11387579,42.12733384
19107,Keokuk County,Iowa,IA,-92.16671884,41.34576123
19109,Kossuth County,Iowa,IA,-94.20956435,43.21265598
19111,Lee County,Iowa,IA,-91.46391536,40.65948029
19113,Linn County,Iowa,IA,-91.58730316,42.08661461
19115,Louisa County,Iowa,IA,-91.24841024,41.23052686
19117,Lucas County,Iowa,IA,-93.33398328,41.03309622
19119,Lyon County,Iowa,IA,-96.20692002,43.38089419
19121,Madison County,Iowa,IA,-94.02511319,41.33468507
19123,Mahaska County,Iowa,IA,-92.63137736,41.34247572
19125,Marion County,Iowa,IA,-93.09637571,41.338226
19127,Marshall County,Iowa,IA,-92.99677615,42.04149538
19129,Mills County,Iowa,IA,-95.61687104,41.03499665
19131,Mitchell County,Iowa,IA,-92.78908059,43.36746543
19133,Monona County,Iowa,IA,-95.96123522,42.04667508
19135,Monroe County,Iowa,IA,-92.86929414,41.03497239
19137,Montgomery County,Iowa,IA,-95.158488,41.02877386
19139,Muscatine County,Iowa,IA,-91.09426888,41.49319133
19141,O'Brien County,Iowa,IA,-95.6272884,43.08857932
19143,Osceola County,Iowa,IA,-95.62665176,43.38436317
19145,Page County,Iowa,IA,-95.1513857,40.75155703
19147,Palo Alto County,Iowa,IA,-94.68412967,43.0914656
19149,Plymouth County,Iowa,IA,-96.20410624,42.73041531
19151,Pocahontas County,Iowa,IA,-94.68099648,42.73856415
19153,Polk County,Iowa,IA,-93.57949512,41.68617871
19155,Pottawattamie County,Iowa,IA,-95.54186395,41.33612714
19157,Poweshiek County,Iowa,IA,-92.51926462,41.69674365
19159,Ringgold County,Iowa,IA,-94.25083597,40.74975712
19161,Sac County,Iowa,IA,-95.11763693,42.38404469
19163,Scott County,Iowa,IA,-90.61225696,41.64797539
19165,Shelby County,Iowa,IA,-95.31539686,41.6839338
19167,Sioux County,Iowa,IA,-96.17018129,43.08247127
19169,Story County,Iowa,IA,-93.46700022,42.03539568
19171,Tama County,Iowa,IA,-92.52265262,42.08618516
19173,Taylor County,Iowa,IA,-94.70451455,40.75066166
19175,Union County,Iowa,IA,-94.2515564,41.03237343
19177,Van Buren County,Iowa,IA,-91.93823903,40.76008878
19179,Wapello County,Iowa,IA,-92.4008829,41.03722845
19181,Warren County,Iowa,IA,-93.56969773,41.33746296
19183,Washington County,Iowa,IA,-91.70122874,41.34408472
19185,Wayne County,Iowa,IA,-93.33560533,40.75183193
19187,Webster County,Iowa,IA,-94.18271435,42.42629119
19189,Winnebago County,Iowa,IA,-93.73681718,43.38629018
19191,Winneshiek County,Iowa,IA,-91.83991846,43.29684035
19193,Woodbury County,Iowa,IA,-96.04196535,42.38172197
19195,Worth County,Iowa,IA,-93.26087507,43.38553584
19197,Wright County,Iowa,IA,-93.73271093,42.73712683
20001,Allen County,Kansas,KS,-95.3179264,37.88290207
20003,Anderson County,Kansas,KS,-95.30444358,38.21269501
20005,Atchison County,Kansas,KS,-95.31737422,39.52877669
20007,Barber County,Kansas,KS,-98.69329203,37.22484056
20009,Barton County,Kansas,KS,-98.75572832,38.47495884
20011,Bourbon County,Kansas,KS,-94.85958888,37.854871
20013,Brown County,Kansas,KS,-95.57223303,39.83062658
20015,Butler County,Kansas,KS,-96.85251933,37.76237158
20017,Chase County,Kansas,KS,-96.60313333,38.28860599
20019,Chautauqua County,Kansas,KS,-96.25425897,37.14789237
20021,Cherokee County,Kansas,KS,-94.86322526,37.18156701
20023,Cheyenne County,Kansas,KS,-101.7350798,39.79080033
20025,Clark County,Kansas,KS,-99.82142464,37.22959252
20027,Clay County,Kansas,KS,-97.16616916,39.33584893
20029,Cloud County,Kansas,KS,-97.64919662,39.46533203
20031,Coffey County,Kansas,KS,-95.74574161,38.23026137
20033,Comanche County,Kansas,KS,-99.28430947,37.18299179
20035,Cowley County,Kansas,KS,-96.85053023,37.22520394
20037,Crawford County,Kansas,KS,-94.86377127,37.51039585
20039,Decatur County,Kansas,KS,-100.4552007,39.78872785
20041,Dickinson County,Kansas,KS,-97.1525606,38.85463971
20043,Doniphan County,Kansas,KS,-95.15853481,39.79939895
20045,Douglas County,Kansas,KS,-95.31219549,38.8892202
20047,Edwards County,Kansas,KS,-99.31034287,37.88070294
20049,Elk County,Kansas,KS,-96.25345597,37.44013152
20051,Ellis County,Kansas,KS,-99.31766849,38.91242789
20053,Ellsworth County,Kansas,KS,-98.20448259,38.69229262
20055,Finney County,Kansas,KS,-100.7391836,38.04048135
20057,Ford County,Kansas,KS,-99.88628153,37.68881228
20059,Franklin County,Kansas,KS,-95.30021167,38.56576043
20061,Geary County,Kansas,KS,-96.74958048,38.98974949
20063,Gove County,Kansas,KS,-100.4787211,38.91987519
20065,Graham County,Kansas,KS,-99.88088964,39.35641182
20067,Grant County,Kansas,KS,-101.3046684,37.56311226
20069,Gray County,Kansas,KS,-100.4296862,37.73521545
20071,Greeley County,Kansas,KS,-101.8054769,38.47555282
20073,Greenwood County,Kansas,KS,-96.24011272,37.86387655
20075,Hamilton County,Kansas,KS,-101.7917492,37.99505546
20077,Harper County,Kansas,KS,-98.08177948,37.18496132
20079,Harvey County,Kansas,KS,-97.4343338,38.032938
20081,Haskell County,Kansas,KS,-100.8631969,37.56194719
20083,Hodgeman County,Kansas,KS,-99.89846159,38.085003
20085,Jackson County,Kansas,KS,-95.79722142,39.41338715
20087,Jefferson County,Kansas,KS,-95.39381737,39.23599652
20089,Jewell County,Kansas,KS,-98.22150247,39.78229827
20091,Johnson County,Kansas,KS,-94.83464467,38.88690576
20093,Kearny County,Kansas,KS,-101.3201077,37.99562136
20095,Kingman County,Kansas,KS,-98.13808122,37.55091589
20097,Kiowa County,Kansas,KS,-99.2885466,37.54595309
20099,Labette County,Kansas,KS,-95.31115367,37.19977557
20101,Lane County,Kansas,KS,-100.4557368,38.47889201
20103,Leavenworth County,Kansas,KS,-95.04857531,39.20592977
20105,Lincoln County,Kansas,KS,-98.21075562,39.04119211
20107,Linn County,Kansas,KS,-94.85373683,38.21523812
20109,Logan County,Kansas,KS,-101.138997,38.92295415
20111,Lyon County,Kansas,KS,-96.1598997,38.44011179
20113,McPherson County,Kansas,KS,-97.65206146,38.38304926
20115,Marion County,Kansas,KS,-97.10463487,38.34777656
20117,Marshall County,Kansas,KS,-96.52529953,39.77954552
20119,Meade County,Kansas,KS,-100.3578743,37.23664066
20121,Miami County,Kansas,KS,-94.84743118,38.56561334
20123,Mitchell County,Kansas,KS,-98.20859405,39.38655676
20125,Montgomery County,Kansas,KS,-95.75437251,37.20235642
20127,Morris County,Kansas,KS,-96.64740286,38.675739
20129,Morton County,Kansas,KS,-101.8016306,37.19392923
20131,Nemaha County,Kansas,KS,-96.01580908,39.77994952
20133,Neosho County,Kansas,KS,-95.31688151,37.5591911
20135,Ness County,Kansas,KS,-99.91039191,38.47630992
20137,Norton County,Kansas,KS,-99.9031683,39.78765354
20139,Osage County,Kansas,KS,-95.73989147,38.64564008
20141,Osborne County,Kansas,KS,-98.76095057,39.34538104
20143,Ottawa County,Kansas,KS,-97.64990979,39.12185032
20145,Pawnee County,Kansas,KS,-99.23774314,38.17886228
20147,Phillips County,Kansas,KS,-99.34705569,39.78219979
20149,Pottawatomie County,Kansas,KS,-96.33975572,39.36914975
20151,Pratt County,Kansas,KS,-98.7413904,37.63889199
20153,Rawlins County,Kansas,KS,-101.0695702,39.7945316
20155,Reno County,Kansas,KS,-98.08451588,37.94555509
20157,Republic County,Kansas,KS,-97.65532776,39.82150335
20159,Rice County,Kansas,KS,-98.20165452,38.33972213
20161,Riley County,Kansas,KS,-96.73798682,39.29053277
20163,Rooks County,Kansas,KS,-99.31939286,39.35068226
20165,Rush County,Kansas,KS,-99.30562716,38.51850737
20167,Russell County,Kansas,KS,-98.76396853,38.91109279
20169,Saline County,Kansas,KS,-97.65320369,38.77507801
20171,Scott County,Kansas,KS,-100.9020929,38.48215536
20173,Sedgwick County,Kansas,KS,-97.46921956,37.66534986
20175,Seward County,Kansas,KS,-100.8467972,37.19498988
20177,Shawnee County,Kansas,KS,-95.76447874,39.04181644
20179,Sheridan County,Kansas,KS,-100.4386753,39.3575243
20181,Sherman County,Kansas,KS,-101.7182037,39.35586868
20183,Smith County,Kansas,KS,-98.78794317,39.78294811
20185,Stafford County,Kansas,KS,-98.71715817,38.02425117
20187,Stanton County,Kansas,KS,-101.7849235,37.56140198
20189,Stevens County,Kansas,KS,-101.3118333,37.19603453
20191,Sumner County,Kansas,KS,-97.49024139,37.22396567
20193,Thomas County,Kansas,KS,-101.0480529,39.36165545
20195,Trego County,Kansas,KS,-99.87656647,38.91854047
20197,Wabaunsee County,Kansas,KS,-96.20649033,38.94046618
20199,Wallace County,Kansas,KS,-101.7633673,38.91555916
20201,Washington County,Kansas,KS,-97.09212428,39.77842354
20203,Wichita County,Kansas,KS,-101.3442505,38.47811618
20205,Wilson County,Kansas,KS,-95.75353139,37.55953242
20207,Woodson County,Kansas,KS,-95.74993891,37.88145568
20209,Wyandotte County,Kansas,KS,-94.76918047,39.12491433
21001,Adair County,Kentucky,KY,-85.29510412,37.09057595
21003,Allen County,Kentucky,KY,-86.18394611,36.7576737
21005,Anderson County,Kentucky,KY,-84.99356065,38.00041427
21007,Ballard County,Kentucky,KY,-89.0023756,37.07297069
21009,Barren County,Kentucky,KY,-85.92843237,36.9724301
21011,Bath County,Kentucky,KY,-83.73501138,38.1533696
21013,Bell County,Kentucky,KY,-83.6757744,36.72599876
21015,Boone County,Kentucky,KY,-84.72910424,38.96432684
21017,Bourbon County,Kentucky,KY,-84.21118762,38.20599412
21019,Boyd County,Kentucky,KY,-82.67732013,38.36328298
21021,Boyle County,Kentucky,KY,-84.87000609,37.62283544
21023,Bracken County,Kentucky,KY,-84.08720463,38.69635004
21025,Breathitt County,Kentucky,KY,-83.31599408,37.52530166
21027,Breckinridge County,Kentucky,KY,-86.43526227,37.78521708
21029,Bullitt County,Kentucky,KY,-85.69815512,37.96743528
21031,Butler County,Kentucky,KY,-86.67427775,37.2084993
21033,Caldwell County,Kentucky,KY,-87.86305395,37.14229907
21035,Calloway County,Kentucky,KY,-88.27037413,36.62484397
21037,Campbell County,Kentucky,KY,-84.37499867,38.95193944
21039,Carlisle County,Kentucky,KY,-88.96001838,36.86086279
21041,Carroll County,Kentucky,KY,-85.13004202,38.65988336
21043,Carter County,Kentucky,KY,-83.03434146,38.32122068
21045,Casey County,Kentucky,KY,-84.93843823,37.29918461
21047,Christian County,Kentucky,KY,-87.48503111,36.89254854
21049,Clark County,Kentucky,KY,-84.14234359,37.97016321
21051,Clay County,Kentucky,KY,-83.7101239,37.16505523
21053,Clinton County,Kentucky,KY,-85.13786471,36.72983687
21055,Crittenden County,Kentucky,KY,-88.10078193,37.3523095
21057,Cumberland County,Kentucky,KY,-85.39900673,36.7916341
21059,Daviess County,Kentucky,KY,-87.08862321,37.73029199
21061,Edmonson County,Kentucky,KY,-86.23543802,37.21123858
21063,Elliott County,Kentucky,KY,-83.09710892,38.11574565
21065,Estill County,Kentucky,KY,-83.96132227,37.69163301
21067,Fayette County,Kentucky,KY,-84.45620435,38.03819601
21069,Fleming County,Kentucky,KY,-83.68285734,38.37367748
21071,Floyd County,Kentucky,KY,-82.73618337,37.56400199
21073,Franklin County,Kentucky,KY,-84.8770812,38.22962421
21075,Fulton County,Kentucky,KY,-89.12466197,36.5753837
21077,Gallatin County,Kentucky,KY,-84.85537997,38.74610906
21079,Garrard County,Kentucky,KY,-84.53664416,37.64043306
21081,Grant County,Kentucky,KY,-84.61416067,38.64046869
21083,Graves County,Kentucky,KY,-88.64756896,36.7260599
21085,Grayson County,Kentucky,KY,-86.34390507,37.47059056
21087,Green County,Kentucky,KY,-85.56519099,37.26667943
21089,Greenup County,Kentucky,KY,-82.90827882,38.54866195
21091,Hancock County,Kentucky,KY,-86.7832682,37.84741006
21093,Hardin County,Kentucky,KY,-85.9713996,37.7030117
21095,Harlan County,Kentucky,KY,-83.20958433,36.85789807
21097,Harrison County,Kentucky,KY,-84.33002821,38.4375269
21099,Hart County,Kentucky,KY,-85.88776269,37.30398098
21101,Henderson County,Kentucky,KY,-87.57326575,37.7950343
21103,Henry County,Kentucky,KY,-85.12097967,38.43891795
21105,Hickman County,Kentucky,KY,-88.92755739,36.67895115
21107,Hopkins County,Kentucky,KY,-87.54117165,37.30823437
21109,Jackson County,Kentucky,KY,-84.00309632,37.42208007
21111,Jefferson County,Kentucky,KY,-85.66449659,38.18006673
21113,Jessamine County,Kentucky,KY,-84.57914246,37.87051822
21115,Johnson County,Kentucky,KY,-82.82590002,37.84707824
21117,Kenton County,Kentucky,KY,-84.52886045,38.93005566
21119,Knott County,Kentucky,KY,-82.94948091,37.36149017
21121,Knox County,Kentucky,KY,-83.84938964,36.89654466
21123,Larue County,Kentucky,KY,-85.70961845,37.5479588
21125,Laurel County,Kentucky,KY,-84.11087746,37.11301511
21127,Lawrence County,Kentucky,KY,-82.7269436,38.06793046
21129,Lee County,Kentucky,KY,-83.70456896,37.59847651
21131,Leslie County,Kentucky,KY,-83.37423628,37.0961803
21133,Letcher County,Kentucky,KY,-82.84893879,37.1263544
21135,Lewis County,Kentucky,KY,-83.36982192,38.53987123
21137,Lincoln County,Kentucky,KY,-84.66363418,37.45816177
21139,Livingston County,Kentucky,KY,-88.35929922,37.20580767
21141,Logan County,Kentucky,KY,-86.87599199,36.85647057
21143,Lyon County,Kentucky,KY,-88.0769221,37.01500475
21145,McCracken County,Kentucky,KY,-88.71077515,37.06024395
21147,McCreary County,Kentucky,KY,-84.48122274,36.74241314
21149,McLean County,Kentucky,KY,-87.26682311,37.52714689
21151,Madison County,Kentucky,KY,-84.27579959,37.72066779
21153,Magoffin County,Kentucky,KY,-83.05571241,37.70679357
21155,Marion County,Kentucky,KY,-85.27650571,37.55786754
21157,Marshall County,Kentucky,KY,-88.32570868,36.88036773
21159,Martin County,Kentucky,KY,-82.5066808,37.80310085
21161,Mason County,Kentucky,KY,-83.80855092,38.60093344
21163,Meade County,Kentucky,KY,-86.21548956,37.98389928
21165,Menifee County,Kentucky,KY,-83.59809959,37.94803438
21167,Mercer County,Kentucky,KY,-84.87548633,37.81016981
21169,Metcalfe County,Kentucky,KY,-85.63591424,36.99509727
21171,Monroe County,Kentucky,KY,-85.72022687,36.71435791
21173,Montgomery County,Kentucky,KY,-83.90696822,38.03368988
21175,Morgan County,Kentucky,KY,-83.25171571,37.91605796
21177,Muhlenberg County,Kentucky,KY,-87.13998924,37.21292521
21179,Nelson County,Kentucky,KY,-85.48539664,37.80884815
21181,Nicholas County,Kentucky,KY,-84.00499579,38.33786591
21183,Ohio County,Kentucky,KY,-86.84910082,37.47762737
21185,Oldham County,Kentucky,KY,-85.45562022,38.39207606
21187,Owen County,Kentucky,KY,-84.82059771,38.5073583
21189,Owsley County,Kentucky,KY,-83.67912586,37.4224626
21191,Pendleton County,Kentucky,KY,-84.35151201,38.69043897
21193,Perry County,Kentucky,KY,-83.21290195,37.24743952
21195,Pike County,Kentucky,KY,-82.39106504,37.46856842
21197,Powell County,Kentucky,KY,-83.82189769,37.83165515
21199,Pulaski County,Kentucky,KY,-84.55974522,37.11016069
21201,Robertson County,Kentucky,KY,-84.03613239,38.5159132
21203,Rockcastle County,Kentucky,KY,-84.31356537,37.36667839
21205,Rowan County,Kentucky,KY,-83.40300416,38.20078964
21207,Russell County,Kentucky,KY,-85.06582799,36.97942769
21209,Scott County,Kentucky,KY,-84.57916794,38.28550968
21211,Shelby County,Kentucky,KY,-85.19749765,38.20671709
21213,Simpson County,Kentucky,KY,-86.57965684,36.74143972
21215,Spencer County,Kentucky,KY,-85.32333001,38.02707406
21217,Taylor County,Kentucky,KY,-85.33666884,37.36016596
21219,Todd County,Kentucky,KY,-87.17535615,36.83409963
21221,Trigg County,Kentucky,KY,-87.87012333,36.80380461
21223,Trimble County,Kentucky,KY,-85.34504415,38.60319348
21225,Union County,Kentucky,KY,-87.94461445,37.65477554
21227,Warren County,Kentucky,KY,-86.42019692,36.99772179
21229,Washington County,Kentucky,KY,-85.17838398,37.76012736
21231,Wayne County,Kentucky,KY,-84.82435023,36.8061113
21233,Webster County,Kentucky,KY,-87.6795911,37.51682334
21235,Whitley County,Kentucky,KY,-84.14595002,36.75885973
21237,Wolfe County,Kentucky,KY,-83.48718651,37.74010808
21239,Woodford County,Kentucky,KY,-84.74345496,38.03532279
22001,Acadia Parish,Louisiana,LA,-92.4071602,30.29909197
22003,Allen Parish,Louisiana,LA,-92.82364154,30.65532115
22005,Ascension Parish,Louisiana,LA,-90.91370894,30.20234408
22007,Assumption Parish,Louisiana,LA,-91.06609594,29.90319251
22009,Avoyelles Parish,Louisiana,LA,-92.00565095,31.08009139
22011,Beauregard Parish,Louisiana,LA,-93.34896275,30.65511219
22013,Bienville Parish,Louisiana,LA,-93.04846889,32.35019442
22015,Bossier Parish,Louisiana,LA,-93.60464644,32.68136443
22017,Caddo Parish,Louisiana,LA,-93.88843278,32.59124739
22019,Calcasieu Parish,Louisiana,LA,-93.3489357,30.23697581
22021,Caldwell Parish,Louisiana,LA,-92.12040614,32.08995384
22023,Cameron Parish,Louisiana,LA,-93.18902017,29.89038338
22025,Catahoula Parish,Louisiana,LA,-91.84924091,31.66600913
22027,Claiborne Parish,Louisiana,LA,-92.99514158,32.82545749
22029,Concordia Parish,Louisiana,LA,-91.64186388,31.45513543
22031,De Soto Parish,Louisiana,LA,-93.73826917,32.06573856
22033,East Baton Rouge Parish,Louisiana,LA,-91.09814406,30.53617953
22035,East Carroll Parish,Louisiana,LA,-91.24474298,32.72371326
22037,East Feliciana Parish,Louisiana,LA,-91.0461,30.84534051
22039,Evangeline Parish,Louisiana,LA,-92.40451479,30.73356046
22041,Franklin Parish,Louisiana,LA,-91.67689816,32.13571596
22043,Grant Parish,Louisiana,LA,-92.5545857,31.60365383
22045,Iberia Parish,Louisiana,LA,-91.69699186,29.96958375
22047,Iberville Parish,Louisiana,LA,-91.36086306,30.25897838
22049,Jackson Parish,Louisiana,LA,-92.55802667,32.30471516
22051,Jefferson Parish,Louisiana,LA,-90.11905457,29.71826592
22053,Jefferson Davis Parish,Louisiana,LA,-92.8074352,30.26984675
22055,Lafayette Parish,Louisiana,LA,-92.06025296,30.21321712
22057,Lafourche Parish,Louisiana,LA,-90.43568673,29.57472985
22059,La Salle Parish,Louisiana,LA,-92.16436196,31.67836114
22061,Lincoln Parish,Louisiana,LA,-92.66494598,32.60565502
22063,Livingston Parish,Louisiana,LA,-90.71901994,30.44130901
22065,Madison Parish,Louisiana,LA,-91.24776713,32.37025036
22067,Morehouse Parish,Louisiana,LA,-91.80790928,32.82221823
22069,Natchitoches Parish,Louisiana,LA,-93.09186936,31.72667893
22071,Orleans Parish,Louisiana,LA,-89.93310081,30.03442982
22073,Ouachita Parish,Louisiana,LA,-92.1593802,32.4833014
22075,Plaquemines Parish,Louisiana,LA,-89.62420948,29.45011504
22077,Pointe Coupee Parish,Louisiana,LA,-91.60921251,30.71681253
22079,Rapides Parish,Louisiana,LA,-92.53011007,31.20510797
22081,Red River Parish,Louisiana,LA,-93.33878346,32.0992281
22083,Richland Parish,Louisiana,LA,-91.7716887,32.42185812
22085,Sabine Parish,Louisiana,LA,-93.55608742,31.56954815
22087,St. Bernard Parish,Louisiana,LA,-89.53591621,29.89684097
22089,St. Charles Parish,Louisiana,LA,-90.36207499,29.89801513
22091,St. Helena Parish,Louisiana,LA,-90.71008986,30.82045926
22093,St. James Parish,Louisiana,LA,-90.79426019,30.02744009
22095,St. John the Baptist Parish,Louisiana,LA,-90.54690391,30.09745049
22097,St. Landry Parish,Louisiana,LA,-92.00329696,30.60329396
22099,St. Martin Parish,Louisiana,LA,-91.72490146,30.22681969
22101,St. Mary Parish,Louisiana,LA,-91.44041844,29.72317336
22103,St. Tammany Parish,Louisiana,LA,-89.94534458,30.46862633
22105,Tangipahoa Parish,Louisiana,LA,-90.41384802,30.65334726
22107,Tensas Parish,Louisiana,LA,-91.33296304,32.00768701
22109,Terrebonne Parish,Louisiana,LA,-90.84061873,29.43120993
22111,Union Parish,Louisiana,LA,-92.38028188,32.83355378
22113,Vermilion Parish,Louisiana,LA,-92.32353647,29.86099423
22115,Vernon Parish,Louisiana,LA,-93.1825447,31.10797729
22117,Washington Parish,Louisiana,LA,-90.03378723,30.85867525
22119,Webster Parish,Louisiana,LA,-93.33455887,32.71624227
22121,West Baton Rouge Parish,Louisiana,LA,-91.32827792,30.46556181
22123,West Carroll Parish,Louisiana,LA,-91.46351845,32.78826764
22125,West Feliciana Parish,Louisiana,LA,-91.42125715,30.88236107
22127,Winn Parish,Louisiana,LA,-92.63472222,31.94680798
23001,Androscoggin County,Maine,ME,-70.20336584,44.17162148
23003,Aroostook County,Maine,ME,-68.60191048,46.6656854
23005,Cumberland County,Maine,ME,-70.4279604,43.8724651
23007,Franklin County,Maine,ME,-70.44472053,44.98060361
23009,Hancock County,Maine,ME,-68.35866397,44.71463989
23011,Kennebec County,Maine,ME,-69.76618182,44.41875811
23013,Knox County,Maine,ME,-69.24059063,44.18294135
23015,Lincoln County,Maine,ME,-69.54311595,44.08870135
23017,Oxford County,Maine,ME,-70.76404443,44.51864133
23019,Penobscot County,Maine,ME,-68.65370005,45.40534897
23021,Piscataquis County,Maine,ME,-69.28782711,45.83918585
23023,Sagadahoc County,Maine,ME,-69.86822402,43.98979773
23025,Somerset County,Maine,ME,-69.96033989,45.5197908
23027,Waldo County,Maine,ME,-69.16232382,44.51863235
23029,Washington County,Maine,ME,-67.64576098,45.04992322
23031,York County,Maine,ME,-70.7122378,43.48719707
24001,Allegany County,Maryland,MD,-78.69579897,39.62446706
24003,Anne Arundel County,Maryland,MD,-76.62605938,39.00517129
24005,Baltimore County,Maryland,MD,-76.6495507,39.47285316
24009,Calvert County,Maryland,MD,-76.58745064,38.55388989
24011,Caroline County,Maryland,MD,-75.84213917,38.87240851
24013,Carroll County,Maryland,MD,-77.03297636,39.56482413
24015,Cecil County,Maryland,MD,-75.94711022,39.58388904
24017,Charles County,Maryland,MD,-77.04193852,38.50030204
24019,Dorchester County,Maryland,MD,-76.00709459,38.48525807
24021,Frederick County,Maryland,MD,-77.4078009,39.47735661
24023,Garrett County,Maryland,MD,-79.27323315,39.54134369
24025,Harford County,Maryland,MD,-76.32601855,39.56566307
24027,Howard County,Maryland,MD,-76.93604312,39.24910209
24029,Kent County,Maryland,MD,-76.03564987,39.25720994
24031,Montgomery County,Maryland,MD,-77.22022137,39.13830498
24033,Prince George's County,Maryland,MD,-76.86381841,38.8280724
24035,Queen Anne's County,Maryland,MD,-75.98857522,39.08363724
24037,St. Mary's County,Maryland,MD,-76.62962841,38.30228619
24039,Somerset County,Maryland,MD,-75.7364942,38.12261807
24041,Talbot County,Maryland,MD,-76.09285511,38.77272503
24043,Washington County,Maryland,MD,-77.82077328,39.61130684
24045,Wicomico County,Maryland,MD,-75.62855168,38.37415718
24047,Worcester County,Maryland,MD,-75.34420461,38.2264833
24510,Baltimore city,Maryland,MD,-76.6257442,39.31497769
25001,Barnstable County,Massachusetts,MA,-70.28634062,41.73561679
25003,Berkshire County,Massachusetts,MA,-73.20492076,42.36782895
25005,Bristol County,Massachusetts,MA,-71.10949144,41.80539421
25007,Dukes County,Massachusetts,MA,-70.63475653,41.38519077
25009,Essex County,Massachusetts,MA,-70.97771424,42.66979675
25011,Franklin County,Massachusetts,MA,-72.59140997,42.58310594
25013,Hampden County,Massachusetts,MA,-72.62532576,42.13670937
25015,Hampshire County,Massachusetts,MA,-72.65909999,42.33916007
25017,Middlesex County,Massachusetts,MA,-71.38994326,42.48438331
25019,Nantucket County,Massachusetts,MA,-70.0530336,41.2892967
25021,Norfolk County,Massachusetts,MA,-71.2248266,42.1569883
25023,Plymouth County,Massachusetts,MA,-70.81561308,41.95679201
25025,Suffolk County,Massachusetts,MA,-71.1056226,42.30927517
25027,Worcester County,Massachusetts,MA,-71.90744016,42.35404363
26001,Alcona County,Michigan,MI,-83.59497837,44.68867986
26003,Alger County,Michigan,MI,-86.61852746,46.40752629
26005,Allegan County,Michigan,MI,-85.88516563,42.58998461
26007,Alpena County,Michigan,MI,-83.62914459,45.03904703
26009,Antrim County,Michigan,MI,-85.13616338,45.00239764
26011,Arenac County,Michigan,MI,-83.89197861,44.07052822
26013,Baraga County,Michigan,MI,-88.37614939,46.66409388
26015,Barry County,Michigan,MI,-85.31197451,42.59332777
26017,Bay County,Michigan,MI,-83.9874799,43.70564361
26019,Benzie County,Michigan,MI,-86.00640252,44.64316427
26021,Berrien County,Michigan,MI,-86.4184606,41.95962474
26023,Branch County,Michigan,MI,-85.06425906,41.92650976
26025,Calhoun County,Michigan,MI,-85.00269728,42.24563006
26027,Cass County,Michigan,MI,-85.99086899,41.91985369
26029,Charlevoix County,Michigan,MI,-85.03412492,45.2250954
26031,Cheboygan County,Michigan,MI,-84.50576422,45.44788804
26033,Chippewa County,Michigan,MI,-84.72401471,46.32848469
26035,Clare County,Michigan,MI,-84.84279794,43.99134935
26037,Clinton County,Michigan,MI,-84.59433783,42.94895034
26039,Crawford County,Michigan,MI,-84.60008196,44.68497753
26041,Delta County,Michigan,MI,-86.93513364,45.9241574
26043,Dickinson County,Michigan,MI,-87.8834102,46.01173469
26045,Eaton County,Michigan,MI,-84.83791984,42.59903478
26047,Emmet County,Michigan,MI,-84.8896455,45.51335225
26049,Genesee County,Michigan,MI,-83.70346086,43.02800006
26051,Gladwin County,Michigan,MI,-84.37862429,43.9929299
26053,Gogebic County,Michigan,MI,-89.68656595,46.40095655
26055,Grand Traverse County,Michigan,MI,-85.55443875,44.67390394
26057,Gratiot County,Michigan,MI,-84.60437029,43.29691752
26059,Hillsdale County,Michigan,MI,-84.59661251,41.89662599
26061,Houghton County,Michigan,MI,-88.68492282,46.89606817
26063,Huron County,Michigan,MI,-83.01303897,43.83919599
26065,Ingham County,Michigan,MI,-84.36819183,42.60397778
26067,Ionia County,Michigan,MI,-85.07058307,42.94749401
26069,Iosco County,Michigan,MI,-83.63635619,44.35919976
26071,Iron County,Michigan,MI,-88.53798258,46.2119247
26073,Isabella County,Michigan,MI,-84.84360938,43.64075933
26075,Jackson County,Michigan,MI,-84.41929644,42.25047691
26077,Kalamazoo County,Michigan,MI,-85.5254097,42.2470417
26079,Kalkaska County,Michigan,MI,-85.07925395,44.68833975
26081,Kent County,Michigan,MI,-85.54570101,43.0325793
26083,Keweenaw County,Michigan,MI,-88.11833874,47.35684142
