STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
13,189,McDuffie,Georgia,21875,+33.459617,-082.469866
13,191,McIntosh,Georgia,14333,+31.475260,-081.407579
13,193,Macon,Georgia,14740,+32.325042,-084.038814
13,195,Madison,Georgia,28120,+34.104614,-083.240680
13,197,Marion,Georgia,8742,+32.380907,-084.523557
13,199,Meriwether,Georgia,21992,+33.008863,-084.672846
13,201,Miller,Georgia,6125,+31.159722,-084.737198
13,205,Mitchell,Georgia,23498,+31.216853,-084.172094
13,207,Monroe,Georgia,26424,+33.038194,-083.906823
13,209,Montgomery,Georgia,9123,+32.167319,-082.533261
13,211,Morgan,Georgia,17868,+33.600243,-083.485957
13,213,Murray,Georgia,39628,+34.782329,-084.792066
13,215,Muscogee,Georgia,189885,+32.492289,-084.930634
13,217,Newton,Georgia,99958,+33.569520,-083.896609
13,219,Oconee,Georgia,32808,+33.875278,-083.457946
13,221,Oglethorpe,Georgia,14899,+33.916594,-083.144920
13,223,Paulding,Georgia,142324,+33.905688,-084.816609
13,225,Peach,Georgia,27695,+32.584826,-083.829580
13,227,Pickens,Georgia,29431,+34.455892,-084.442301
13,229,Pierce,Georgia,18758,+31.314668,-082.240429
13,231,Pike,Georgia,17869,+33.103227,-084.366796
13,233,Polk,Georgia,41475,+34.010878,-085.176771
13,235,Pulaski,Georgia,12010,+32.275344,-083.480342
13,237,Putnam,Georgia,21218,+33.317059,-083.339663
13,239,Quitman,Georgia,2513,+31.859377,-085.077727
13,241,Rabun,Georgia,16276,+34.879030,-083.407223
13,243,Randolph,Georgia,7719,+31.760403,-084.758026
13,245,Richmond,Georgia,200549,+33.426859,-082.049444
13,247,Rockdale,Georgia,85215,+33.642043,-084.020894
13,249,Schley,Georgia,5010,+32.241549,-084.306781
13,251,Screven,Georgia,14593,+32.722842,-081.627328
13,253,Seminole,Georgia,8729,+30.972496,-084.868027
13,255,Spalding,Georgia,64073,+33.258051,-084.273339
13,257,Stephens,Georgia,26175,+34.556904,-083.288681
13,259,Stewart,Georgia,6058,+32.069335,-084.764519
13,261,Sumter,Georgia,32819,+32.059981,-084.221818
13,263,Talbot,Georgia,6865,+32.703124,-084.582116
13,265,Taliaferro,Georgia,1717,+33.568800,-082.885760
13,267,Tattnall,Georgia,25520,+32.043908,-082.052217
13,269,Taylor,Georgia,8906,+32.560542,-084.215083
13,271,Telfair,Georgia,16500,+32.015620,-082.892471
13,273,Terrell,Georgia,9315,+31.772157,-084.428860
13,275,Thomas,Georgia,44720,+30.868962,-083.948411
13,277,Tift,Georgia,40118,+31.454362,-083.515048
13,279,Toombs,Georgia,27223,+32.183936,-082.367022
13,281,Towns,Georgia,10471,+34.938692,-083.782961
13,283,Treutlen,Georgia,6885,+32.387047,-082.589718
13,285,Troup,Georgia,67044,+33.036737,-085.031746
13,287,Turner,Georgia,8930,+31.700824,-083.636891
13,289,Twiggs,Georgia,9023,+32.703662,-083.416286
13,291,Union,Georgia,21356,+34.874243,-084.002286
13,293,Upson,Georgia,27153,+32.907469,-084.324382
13,295,Walker,Georgia,68756,+34.836540,-085.293376
13,297,Walton,Georgia,83768,+33.795381,-083.784266
13,299,Ware,Georgia,36312,+31.226820,-082.383943
13,301,Warren,Georgia,5834,+33.407596,-082.662844
13,303,Washington,Georgia,21187,+32.962029,-082.773406
13,305,Wayne,Georgia,30099,+31.611857,-081.919105
13,307,Webster,Georgia,2799,+32.049343,-084.560657
13,309,Wheeler,Georgia,7421,+32.146558,-082.751307
13,311,White,Georgia,27144,+34.601048,-083.744309
13,313,Whitfield,Georgia,102599,+34.792742,-084.965686
13,315,Wilcox,Georgia,9255,+31.975167,-083.405657
13,317,Wilkes,Georgia,10593,+33.755364,-082.753524
13,319,Wilkinson,Georgia,9563,+32.844300,-083.239491
13,321,Worth,Georgia,21679,+31.535712,-083.861186
15,001,Hawaii,Hawaii,185079,+19.672837,-155.421895
15,003,Honolulu,Hawaii,953207,+21.372464,-157.913673
15,005,Kalawao,Hawaii,90,+21.188495,-156.979972
15,007,Kauai,Hawaii,67091,+22.021022,-159.442112
15,009,Maui,Hawaii,154834,+20.863747,-156.493816
16,001,Ada,Idaho,392365,+43.611186,-116.304409
16,003,Adams,Idaho,3976,+44.848619,-116.375947
16,005,Bannock,Idaho,82839,+42.869212,-112.423672
16,007,Bear Lake,Idaho,5986,+42.306336,-111.341632
16,009,Benewah,Idaho,9285,+47.271692,-116.639736
16,011,Bingham,Idaho,45607,+43.217372,-112.355721
16,013,Blaine,Idaho,21376,+43.541366,-114.294277
16,015,Boise,Idaho,7028,+43.899702,-115.993695
16,017,Bonner,Idaho,40877,+48.235649,-116.630982
16,019,Bonneville,Idaho,104234,+43.494876,-111.997623
16,021,Boundary,Idaho,10972,+48.705964,-116.302851
16,023,Butte,Idaho,2891,+43.699097,-113.294562
16,025,Camas,Idaho,1117,+43.350524,-114.756451
16,027,Canyon,Idaho,188923,+43.611438,-116.627276
16,029,Caribou,Idaho,6963,+42.643778,-111.656063
16,031,Cassia,Idaho,22952,+42.482791,-113.741833
16,033,Clark,Idaho,982,+44.185815,-112.278608
16,035,Clearwater,Idaho,8761,+46.485240,-116.185221
16,037,Custer,Idaho,4368,+44.285168,-114.048035
16,039,Elmore,Idaho,27038,+43.115320,-115.684407
16,041,Franklin,Idaho,12786,+42.099300,-111.872202
16,043,Fremont,Idaho,13242,+44.014844,-111.615464
16,045,Gem,Idaho,16719,+43.884323,-116.506739
16,047,Gooding,Idaho,15464,+42.852717,-114.751067
16,049,Idaho,Idaho,16267,+45.974127,-116.106566
16,051,Jefferson,Idaho,26140,+43.691123,-111.969394
16,053,Jerome,Idaho,22374,+42.698447,-114.462669
16,055,Kootenai,Idaho,138494,+47.737130,-116.832581
16,057,Latah,Idaho,37244,+46.742968,-116.934434
16,059,Lemhi,Idaho,7936,+45.127412,-113.861530
16,061,Lewis,Idaho,3821,+46.238066,-116.257390
16,063,Lincoln,Idaho,5208,+42.973467,-114.326069
16,065,Madison,Idaho,37536,+43.819114,-111.794073
16,067,Minidoka,Idaho,20069,+42.613266,-113.712227
16,069,Nez Perce,Idaho,39265,+46.394126,-116.950462
16,071,Oneida,Idaho,4286,+42.181568,-112.301274
16,073,Owyhee,Idaho,11526,+43.376748,-116.681558
16,075,Payette,Idaho,22623,+44.020334,-116.894281
16,077,Power,Idaho,7817,+42.775001,-112.829004
16,079,Shoshone,Idaho,12765,+47.514637,-116.085925
16,081,Teton,Idaho,10170,+43.692977,-111.125546
16,083,Twin Falls,Idaho,77230,+42.558563,-114.504002
16,085,Valley,Idaho,9862,+44.758677,-116.073719
16,087,Washington,Idaho,10198,+44.297898,-116.919922
17,001,Adams,Illinois,67103,+39.943826,-091.328948
17,003,Alexander,Illinois,8238,+37.149251,-089.289666
17,005,Bond,Illinois,17768,+38.884622,-089.432819
17,007,Boone,Illinois,54165,+42.293981,-088.851989
17,009,Brown,Illinois,6937,+39.964815,-090.746466
17,011,Bureau,Illinois,34978,+41.382964,-089.423780
17,013,Calhoun,Illinois,5089,+39.123530,-090.638010
17,015,Carroll,Illinois,15387,+42.071879,-089.963255
17,017,Cass,Illinois,13642,+39.979866,-090.319209
17,019,Champaign,Illinois,201081,+40.128073,-088.233083
17,021,Christian,Illinois,34800,+39.525298,-089.254627
17,023,Clark,Illinois,16335,+39.351007,-087.800246
17,025,Clay,Illinois,13815,+38.716132,-088.490134
17,027,Clinton,Illinois,37762,+38.587753,-089.472099
17,029,Coles,Illinois,53873,+39.487297,-088.258277
17,031,Cook,Illinois,5194675,+41.865937,-087.757714
17,033,Crawford,Illinois,19817,+39.005690,-087.748024
17,035,Cumberland,Illinois,11048,+39.275965,-088.280887
17,037,DeKalb,Illinois,105160,+41.927172,-088.729460
17,039,De Witt,Illinois,16561,+40.171701,-088.908946
17,041,Douglas,Illinois,19980,+39.766826,-088.279794
17,043,DuPage,Illinois,916924,+41.849815,-088.071617
17,045,Edgar,Illinois,18576,+39.635942,-087.715370
17,047,Edwards,Illinois,6721,+38.402493,-088.040630
17,049,Effingham,Illinois,34242,+39.094723,-088.576033
17,051,Fayette,Illinois,22140,+38.997829,-089.033295
17,053,Ford,Illinois,14081,+40.527422,-088.217453
17,055,Franklin,Illinois,39561,+37.962135,-088.953316
17,057,Fulton,Illinois,37069,+40.521963,-090.119357
17,059,Gallatin,Illinois,5589,+37.770001,-088.238563
17,061,Greene,Illinois,13886,+39.372240,-090.373465
17,063,Grundy,Illinois,50063,+41.345274,-088.347437
17,065,Hamilton,Illinois,8457,+38.092156,-088.557747
17,067,Hancock,Illinois,19104,+40.425725,-091.203133
17,069,Hardin,Illinois,4320,+37.478453,-088.290573
17,071,Henderson,Illinois,7331,+40.828841,-090.944800
17,073,Henry,Illinois,50486,+41.348782,-090.134757
17,075,Iroquois,Illinois,29718,+40.763597,-087.834391
17,077,Jackson,Illinois,60218,+37.747793,-089.274031
17,079,Jasper,Illinois,9698,+39.003765,-088.159885
17,081,Jefferson,Illinois,38827,+38.308488,-088.910808
17,083,Jersey,Illinois,22985,+39.072862,-090.320420
17,085,Jo Daviess,Illinois,22678,+42.411324,-090.305944
17,087,Johnson,Illinois,12582,+37.474558,-088.882358
17,089,Kane,Illinois,515269,+41.918111,-088.331264
17,091,Kankakee,Illinois,113449,+41.148582,-087.850867
17,093,Kendall,Illinois,114736,+41.663724,-088.379066
17,095,Knox,Illinois,52919,+40.937032,-090.328601
17,097,Lake,Illinois,703462,+42.313072,-087.969458
17,099,LaSalle,Illinois,113924,+41.350798,-088.895997
17,101,Lawrence,Illinois,16833,+38.718291,-087.748328
17,103,Lee,Illinois,36031,+41.810242,-089.398207
17,105,Livingston,Illinois,38950,+40.907044,-088.573187
17,107,Logan,Illinois,30305,+40.140775,-089.361505
17,109,McDonough,Illinois,32612,+40.469472,-090.669344
17,111,McHenry,Illinois,308760,+42.271472,-088.349880
17,113,McLean,Illinois,169572,+40.494123,-088.954977
17,115,Macon,Illinois,110768,+39.851176,-088.947076
17,117,Macoupin,Illinois,47765,+39.194030,-089.877035
17,119,Madison,Illinois,269282,+38.801396,-090.018097
17,121,Marion,Illinois,39437,+38.590710,-089.016967
17,123,Marshall,Illinois,12640,+41.043034,-089.315638
17,125,Mason,Illinois,14666,+40.286475,-089.898924
17,127,Massac,Illinois,15429,+37.178592,-088.714109
17,129,Menard,Illinois,12705,+39.997260,-089.799507
17,131,Mercer,Illinois,16434,+41.214043,-090.687167
17,133,Monroe,Illinois,32957,+38.358529,-090.171163
17,135,Montgomery,Illinois,30104,+39.198961,-089.505319
17,137,Morgan,Illinois,35547,+39.718155,-090.231161
17,139,Moultrie,Illinois,14846,+39.631979,-088.614419
17,141,Ogle,Illinois,53497,+42.028653,-089.256098
17,143,Peoria,Illinois,186494,+40.742915,-089.638993
17,145,Perry,Illinois,22350,+38.058514,-089.323862
17,147,Piatt,Illinois,16729,+40.007008,-088.581585
17,149,Pike,Illinois,16430,+39.621311,-090.859127
17,151,Pope,Illinois,4470,+37.398930,-088.549910
17,153,Pulaski,Illinois,6161,+37.199543,-089.134750
17,155,Putnam,Illinois,6006,+41.229306,-089.270945
17,157,Randolph,Illinois,33476,+38.055541,-089.809249
17,159,Richland,Illinois,16233,+38.725943,-088.088315
17,161,Rock Island,Illinois,147546,+41.489142,-090.504005
17,163,St. Clair,Illinois,270056,+38.550219,-090.000674
17,165,Saline,Illinois,24913,+37.754786,-088.536395
17,167,Sangamon,Illinois,197465,+39.772757,-089.652867
17,169,Schuyler,Illinois,7544,+40.131180,-090.568639
17,171,Scott,Illinois,5355,+39.645737,-090.462754
17,173,Shelby,Illinois,22363,+39.396539,-088.802073
17,175,Stark,Illinois,5994,+41.098377,-089.792451
17,177,Stephenson,Illinois,47711,+42.324139,-089.644541
17,179,Tazewell,Illinois,135394,+40.602899,-089.534104
17,181,Union,Illinois,17808,+37.468580,-089.236505
17,183,Vermilion,Illinois,81625,+40.149683,-087.654806
17,185,Wabash,Illinois,11947,+38.431283,-087.789625
17,187,Warren,Illinois,17707,+40.890638,-090.636371
17,189,Washington,Illinois,14716,+38.359407,-089.393930
17,191,Wayne,Illinois,16760,+38.406869,-088.422496
17,193,White,Illinois,14665,+38.089959,-088.192241
17,195,Whiteside,Illinois,58498,+41.780798,-089.823253
17,197,Will,Illinois,677560,+41.565138,-088.057232
17,199,Williamson,Illinois,66357,+37.755675,-088.974979
17,201,Winnebago,Illinois,295266,+42.307128,-089.062240
17,203,Woodford,Illinois,38664,+40.771239,-089.290310
18,001,Adams,Indiana,34387,+40.753767,-084.934317
18,003,Allen,Indiana,355329,+41.098642,-085.122329
18,005,Bartholomew,Indiana,76794,+39.216785,-085.902794
18,007,Benton,Indiana,8854,+40.575066,-087.291433
18,009,Blackford,Indiana,12766,+40.469726,-085.344190
18,011,Boone,Indiana,56640,+40.013009,-086.398737
18,013,Brown,Indiana,15242,+39.236241,-086.209690
18,015,Carroll,Indiana,20155,+40.578983,-086.600098
18,017,Cass,Indiana,38966,+40.747104,-086.339592
18,019,Clark,Indiana,110232,+38.371546,-085.732035
18,021,Clay,Indiana,26890,+39.469066,-087.124217
18,023,Clinton,Indiana,33224,+40.298201,-086.512307
18,025,Crawford,Indiana,10713,+38.313435,-086.423444
18,027,Daviess,Indiana,31648,+38.696963,-087.098076
18,029,Dearborn,Indiana,50047,+39.144620,-084.920935
18,031,Decatur,Indiana,25740,+39.319975,-085.494211
18,033,DeKalb,Indiana,42223,+41.378214,-085.034285
18,035,Delaware,Indiana,117671,+40.205170,-085.401962
18,037,Dubois,Indiana,41889,+38.357067,-086.914032
18,039,Elkhart,Indiana,197559,+41.637679,-085.906728
18,041,Fayette,Indiana,24277,+39.640791,-085.147496
18,043,Floyd,Indiana,74578,+38.321514,-085.855645
18,045,Fountain,Indiana,17240,+40.152089,-087.271946
18,047,Franklin,Indiana,23087,+39.401885,-085.070265
18,049,Fulton,Indiana,20836,+41.059389,-086.220078
18,051,Gibson,Indiana,33503,+38.309180,-087.546685
18,053,Grant,Indiana,70061,+40.525253,-085.644413
18,055,Greene,Indiana,33165,+39.052316,-086.992172
18,057,Hamilton,Indiana,274569,+40.002534,-086.059737
18,059,Hancock,Indiana,70002,+39.811662,-085.824125
18,061,Harrison,Indiana,39364,+38.233745,-086.097474
18,063,Hendricks,Indiana,145448,+39.772784,-086.415055
18,065,Henry,Indiana,49462,+39.928644,-085.403678
18,067,Howard,Indiana,82752,+40.470704,-086.132959
18,069,Huntington,Indiana,37124,+40.870224,-085.487085
18,071,Jackson,Indiana,42376,+38.925896,-085.942654
18,073,Jasper,Indiana,33478,+41.075783,-087.149436
18,075,Jay,Indiana,21253,+40.428424,-085.033025
18,077,Jefferson,Indiana,32428,+38.758956,-085.433692
18,079,Jennings,Indiana,28525,+39.005169,-085.648821
18,081,Johnson,Indiana,139654,+39.553276,-086.113609
18,083,Knox,Indiana,38440,+38.698623,-087.457680
18,085,Kosciusko,Indiana,77358,+41.266796,-085.830484
18,087,LaGrange,Indiana,37128,+41.632400,-085.461170
18,089,Lake,Indiana,496005,+41.526226,-087.408155
18,091,LaPorte,Indiana,111467,+41.631837,-086.790977
18,093,Lawrence,Indiana,46134,+38.846386,-086.495718
18,095,Madison,Indiana,131636,+40.114120,-085.708901
18,097,Marion,Indiana,903393,+39.791299,-086.135905
18,099,Marshall,Indiana,47051,+41.347248,-086.273082
18,101,Martin,Indiana,10334,+38.678357,-086.848113
18,103,Miami,Indiana,36903,+40.730651,-086.073933
18,105,Monroe,Indiana,137974,+39.162879,-086.537697
18,107,Montgomery,Indiana,38124,+40.035110,-086.900060
18,109,Morgan,Indiana,68894,+39.512251,-086.399318
18,111,Newton,Indiana,14244,+40.994087,-087.380385
18,113,Noble,Indiana,47536,+41.413892,-085.391205
18,115,Ohio,Indiana,6128,+38.954549,-084.911295
18,117,Orange,Indiana,19840,+38.562156,-086.496982
18,119,Owen,Indiana,21575,+39.315596,-086.799822
18,121,Parke,Indiana,17339,+39.758327,-087.227997
18,123,Perry,Indiana,19338,+38.009327,-086.705205
18,125,Pike,Indiana,12845,+38.424833,-087.233923
18,127,Porter,Indiana,164343,+41.513679,-087.105308
18,129,Posey,Indiana,25910,+38.013245,-087.823041
18,131,Pulaski,Indiana,13402,+41.050592,-086.685266
18,133,Putnam,Indiana,37963,+39.646107,-086.835611
18,135,Randolph,Indiana,26171,+40.168573,-084.997064
18,137,Ripley,Indiana,28818,+39.159402,-085.218379
18,139,Rush,Indiana,17392,+39.623616,-085.474569
18,141,St. Joseph,Indiana,266931,+41.675400,-086.228686
18,143,Scott,Indiana,24181,+38.698198,-085.762718
18,145,Shelby,Indiana,44436,+39.536039,-085.789825
18,147,Spencer,Indiana,20952,+38.015495,-087.011149
18,149,Starke,Indiana,23363,+41.282896,-086.631962
18,151,Steuben,Indiana,34185,+41.649521,-085.010662
18,153,Sullivan,Indiana,21475,+39.103093,-087.390988
18,155,Switzerland,Indiana,10613,+38.819835,-085.023499
18,157,Tippecanoe,Indiana,172780,+40.417880,-086.886971
18,159,Tipton,Indiana,15936,+40.308849,-086.050587
18,161,Union,Indiana,7516,+39.618626,-084.919102
18,163,Vanderburgh,Indiana,179703,+37.996062,-087.551819
18,165,Vermillion,Indiana,16212,+39.763164,-087.440231
18,167,Vigo,Indiana,107848,+39.460817,-087.387985
18,169,Wabash,Indiana,32888,+40.858522,-085.802372
18,171,Warren,Indiana,8508,+40.312186,-087.326289
18,173,Warrick,Indiana,59689,+38.012884,-087.352574
18,175,Washington,Indiana,28262,+38.572886,-086.086677
18,177,Wayne,Indiana,68917,+39.842737,-084.949811
18,179,Wells,Indiana,27636,+40.770771,-085.194412
18,181,White,Indiana,24643,+40.755698,-086.810306
18,183,Whitley,Indiana,33292,+41.163144,-085.478480
19,001,Adair,Iowa,7682,+41.344629,-094.479157
19,003,Adams,Iowa,4029,+41.006693,-094.709635
19,005,Allamakee,Iowa,14330,+43.257050,-091.417115
19,007,Appanoose,Iowa,12887,+40.739836,-092.867034
19,009,Audubon,Iowa,6119,+41.676829,-094.925302
19,011,Benton,Iowa,26076,+42.062220,-092.017478
19,013,Black Hawk,Iowa,131090,+42.490851,-092.370013
19,015,Boone,Iowa,26306,+42.026494,-093.895155
19,017,Bremer,Iowa,24276,+42.743058,-092.376967
19,019,Buchanan,Iowa,20958,+42.486957,-091.901041
19,021,Buena Vista,Iowa,20260,+42.679153,-095.181444
19,023,Butler,Iowa,14867,+42.707538,-092.758692
19,025,Calhoun,Iowa,9670,+42.400162,-094.625331
19,027,Carroll,Iowa,20816,+42.038571,-094.867634
19,029,Cass,Iowa,13956,+41.365898,-094.979466
19,031,Cedar,Iowa,18499,+41.757883,-091.137388
19,033,Cerro Gordo,Iowa,44151,+43.135116,-093.246222
19,035,Cherokee,Iowa,12072,+42.749288,-095.593937
19,037,Chickasaw,Iowa,12439,+43.038059,-092.344319
19,039,Clarke,Iowa,9286,+41.036835,-093.781260
19,041,Clay,Iowa,16667,+43.127315,-095.159571
19,043,Clayton,Iowa,18129,+42.860097,-091.322919
19,045,Clinton,Iowa,49116,+41.852707,-090.335737
19,047,Crawford,Iowa,17096,+42.027366,-095.358454
19,049,Dallas,Iowa,66135,+41.645223,-093.923368
19,051,Davis,Iowa,8753,+40.765097,-092.415821
19,053,Decatur,Iowa,8457,+40.710010,-093.821366
19,055,Delaware,Iowa,17764,+42.482434,-091.383342
19,057,Des Moines,Iowa,40325,+40.833525,-091.141489
19,059,Dickinson,Iowa,16667,+43.389624,-095.133548
19,061,Dubuque,Iowa,93653,+42.493726,-090.759915
19,063,Emmet,Iowa,10302,+43.394425,-094.754990
19,065,Fayette,Iowa,20880,+42.820385,-091.855375
19,067,Floyd,Iowa,16303,+43.074625,-092.752330
19,069,Franklin,Iowa,10680,+42.755202,-093.240318
19,071,Fremont,Iowa,7441,+40.747942,-095.623322
19,073,Greene,Iowa,9336,+42.029792,-094.375962
19,075,Grundy,Iowa,12453,+42.380262,-092.748284
19,077,Guthrie,Iowa,10954,+41.669446,-094.431251
19,079,Hamilton,Iowa,15673,+42.407552,-093.766985
19,081,Hancock,Iowa,11341,+43.092013,-093.705072
19,083,Hardin,Iowa,17534,+42.436775,-093.215799
19,085,Harrison,Iowa,14928,+41.662391,-095.807433
19,087,Henry,Iowa,20145,+40.981343,-091.537058
19,089,Howard,Iowa,9566,+43.361616,-092.231027
19,091,Humboldt,Iowa,9815,+42.746790,-094.215551
19,093,Ida,Iowa,7089,+42.391343,-095.504381
19,095,Iowa,Iowa,16355,+41.702615,-092.039923
19,097,Jackson,Iowa,19848,+42.139283,-090.566782
19,099,Jasper,Iowa,36842,+41.678374,-093.070038
19,101,Jefferson,Iowa,16843,+41.013171,-091.964603
19,103,Johnson,Iowa,130882,+41.679755,-091.558310
19,105,Jones,Iowa,20638,+42.136467,-091.198513
19,107,Keokuk,Iowa,10511,+41.325439,-092.174990
19,109,Kossuth,Iowa,15543,+43.147016,-094.220570
19,111,Lee,Iowa,35862,+40.558570,-091.396226
19,113,Linn,Iowa,211226,+42.009607,-091.647251
19,115,Louisa,Iowa,11387,+41.225790,-091.259929
19,117,Lucas,Iowa,8898,+41.021148,-093.313045
19,119,Lyon,Iowa,11581,+43.385265,-096.218544
19,121,Madison,Iowa,15679,+41.347064,-093.989405
19,123,Mahaska,Iowa,22381,+41.312080,-092.641016
19,125,Marion,Iowa,33309,+41.354830,-093.042690
19,127,Marshall,Iowa,40648,+42.031353,-092.938421
19,129,Mills,Iowa,15059,+41.049670,-095.695267
19,131,Mitchell,Iowa,10776,+43.336257,-092.803247
19,133,Monona,Iowa,9243,+42.063026,-095.985135
19,135,Monroe,Iowa,7970,+41.035615,-092.827682
19,137,Montgomery,Iowa,10740,+41.008619,-095.167995
19,139,Muscatine,Iowa,42745,+41.464065,-091.078997
19,141,O'Brien,Iowa,14398,+43.126413,-095.690881
19,143,Osceola,Iowa,6462,+43.386380,-095.680373
19,145,Page,Iowa,15932,+40.747616,-095.188476
19,147,Palo Alto,Iowa,9421,+43.099878,-094.690212
19,149,Plymouth,Iowa,24986,+42.747907,-096.203431
19,151,Pocahontas,Iowa,7310,+42.745402,-094.700868
19,153,Polk,Iowa,430640,+41.623296,-093.641654
19,155,Pottawattamie,Iowa,93158,+41.278533,-095.795150
19,157,Poweshiek,Iowa,18914,+41.709953,-092.620663
19,159,Ringgold,Iowa,5131,+40.733763,-094.238520
19,161,Sac,Iowa,10350,+42.375805,-095.088801
19,163,Scott,Iowa,165224,+41.563153,-090.567812
19,165,Shelby,Iowa,12167,+41.665153,-095.320336
19,167,Sioux,Iowa,33704,+43.079825,-096.167270
19,169,Story,Iowa,89542,+42.026371,-093.601827
19,171,Tama,Iowa,17767,+42.065599,-092.542587
19,173,Taylor,Iowa,6317,+40.755364,-094.673438
19,175,Union,Iowa,12534,+41.053083,-094.318925
19,177,Van Buren,Iowa,7570,+40.745557,-091.939134
19,179,Wapello,Iowa,35625,+41.016218,-092.418385
19,181,Warren,Iowa,46225,+41.400885,-093.588243
19,183,Washington,Iowa,21704,+41.361978,-091.695465
19,185,Wayne,Iowa,6403,+40.740054,-093.312926
19,187,Webster,Iowa,38013,+42.480374,-094.179066
19,189,Winnebago,Iowa,10866,+43.342880,-093.667031
19,191,Winneshiek,Iowa,21056,+43.281284,-091.814375
19,193,Woodbury,Iowa,102172,+42.483225,-096.344174
19,195,Worth,Iowa,7598,+43.366540,-093.252258
19,197,Wright,Iowa,13229,+42.732195,-093.755488
20,001,Allen,Kansas,13371,+37.896584,-095.367053
20,003,Anderson,Kansas,8102,+38.250112,-095.264386
20,005,Atchison,Kansas,16924,+39.555583,-095.181488
20,007,Barber,Kansas,4861,+37.212182,-098.557384
20,009,Barton,Kansas,27674,+38.394738,-098.757739
20,011,Bourbon,Kansas,15173,+37.845557,-094.749443
20,013,Brown,Kansas,9984,+39.801273,-095.550384
20,015,Butler,Kansas,65880,+37.727135,-096.989771
20,017,Chase,Kansas,2790,+38.358336,-096.559378
20,019,Chautauqua,Kansas,3669,+37.111002,-096.231466
20,021,Cherokee,Kansas,21603,+37.115229,-094.755079
20,023,Cheyenne,Kansas,2726,+39.768136,-101.738994
20,025,Clark,Kansas,2215,+37.290453,-099.873033
20,027,Clay,Kansas,8535,+39.356195,-097.122570
20,029,Cloud,Kansas,9533,+39.533950,-097.637247
20,031,Coffey,Kansas,8601,+38.247657,-095.739982
20,033,Comanche,Kansas,1891,+37.236270,-099.365215
20,035,Cowley,Kansas,36311,+37.174285,-096.997786
20,037,Crawford,Kansas,39134,+37.439934,-094.731394
20,039,Decatur,Kansas,2961,+39.804329,-100.490859
20,041,Dickinson,Kansas,19754,+38.881314,-097.149128
20,043,Doniphan,Kansas,7945,+39.788642,-095.075010
20,045,Douglas,Kansas,110826,+38.941783,-095.251337
20,047,Edwards,Kansas,3037,+37.914412,-099.354911
20,049,Elk,Kansas,2882,+37.421638,-096.236702
20,051,Ellis,Kansas,28452,+38.881560,-099.329990
20,053,Ellsworth,Kansas,6497,+38.721016,-098.262851
20,055,Finney,Kansas,36776,+37.977330,-100.865820
20,057,Ford,Kansas,33848,+37.751112,-099.994842
20,059,Franklin,Kansas,25992,+38.602731,-095.260071
20,061,Geary,Kansas,34362,+39.038650,-096.839250
20,063,Gove,Kansas,2695,+39.047631,-100.374241
20,065,Graham,Kansas,2597,+39.359746,-099.857852
20,067,Grant,Kansas,7829,+37.580306,-101.349730
20,069,Gray,Kansas,6006,+37.726577,-100.412964
20,071,Greeley,Kansas,1247,+38.487089,-101.763211
20,073,Greenwood,Kansas,6689,+37.857530,-096.226569
20,075,Hamilton,Kansas,2690,+37.979185,-101.767660
20,077,Harper,Kansas,6034,+37.215092,-098.051218
20,079,Harvey,Kansas,34684,+38.047085,-097.385273
20,081,Haskell,Kansas,4256,+37.500029,-100.894110
20,083,Hodgeman,Kansas,1916,+38.083504,-099.867564
20,085,Jackson,Kansas,13462,+39.400924,-095.751346
20,087,Jefferson,Kansas,19126,+39.210891,-095.397856
20,089,Jewell,Kansas,3077,+39.775457,-098.201227
20,091,Johnson,Kansas,544179,+38.928049,-094.737132
20,093,Kearny,Kansas,3977,+37.954211,-101.237967
20,095,Kingman,Kansas,7858,+37.608437,-098.097712
20,097,Kiowa,Kansas,2553,+37.598711,-099.257059
20,099,Labette,Kansas,21607,+37.258236,-095.260544
20,101,Lane,Kansas,1750,+38.503002,-100.487778
20,103,Leavenworth,Kansas,76227,+39.238518,-094.959302
20,105,Lincoln,Kansas,3241,+39.036065,-098.175271
20,107,Linn,Kansas,9656,+38.237359,-094.801632
20,109,Logan,Kansas,2756,+39.098288,-100.925261
20,111,Lyon,Kansas,33690,+38.416154,-096.179779
20,113,McPherson,Kansas,29180,+38.381163,-097.647603
20,115,Marion,Kansas,12660,+38.326437,-097.124507
20,117,Marshall,Kansas,10117,+39.800028,-096.573612
20,119,Meade,Kansas,4575,+37.292089,-100.394216
20,121,Miami,Kansas,32787,+38.590405,-094.836385
20,123,Mitchell,Kansas,6373,+39.454968,-098.174198
20,125,Montgomery,Kansas,35471,+37.139982,-095.695334
20,127,Morris,Kansas,5923,+38.698154,-096.588826
20,129,Morton,Kansas,3233,+37.047093,-101.838333
20,131,Nemaha,Kansas,10178,+39.829915,-095.962628
20,133,Neosho,Kansas,16512,+37.624963,-095.394820
20,135,Ness,Kansas,3107,+38.492429,-099.898826
20,137,Norton,Kansas,5671,+39.820601,-099.878289
20,139,Osage,Kansas,16295,+38.698945,-095.711621
20,141,Osborne,Kansas,3858,+39.424792,-098.707572
20,143,Ottawa,Kansas,6091,+39.096434,-097.681833
20,145,Pawnee,Kansas,6973,+38.178541,-099.147286
